timestamp,symbol,price,return,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days
2025-08-16T14:25:00,AAPL,93.7456,-0.008212,-7.817,-8.767,2.033,-3.867,2.494,0.852,3.358,2.533,0.093,-0.806,-0.035,-0.035,75.67,90.83,7.07,3.13,4.06
2025-08-16T14:30:00,MSFT,94.1629,-0.000364,-7.8,-8.75,2.05,-3.85,2.5,0.853,3.363,2.55,0.095,-0.8,-0.034,-0.034,75.6,90.75,7.05,3.12,4.05
2025-08-16T14:35:00,NVDA,94.6569,0.000434,-7.781,-8.731,2.069,-3.831,2.506,0.853,3.367,2.569,0.097,-0.794,-0.034,-0.034,75.52,90.66,7.03,3.12,4.04
2025-08-16T14:40:00,JPM,94.6019,-0.005392,-7.761,-8.711,2.089,-3.811,2.513,0.854,3.372,2.589,0.099,-0.787,-0.034,-0.034,75.44,90.55,7.01,3.11,4.04
2025-08-16T14:45:00,XOM,94.742,-0.003328,-7.739,-8.689,2.111,-3.789,2.52,0.856,3.378,2.611,0.101,-0.78,-0.034,-0.034,75.36,90.44,6.99,3.09,4.03
2025-08-16T14:50:00,AAPL,94.2398,-0.010107,-7.716,-8.666,2.134,-3.766,2.528,0.857,3.383,2.634,0.103,-0.772,-0.034,-0.034,75.26,90.33,6.97,3.08,4.02
2025-08-16T14:55:00,MSFT,94.3478,-0.003658,-7.692,-8.642,2.158,-3.742,2.536,0.858,3.389,2.658,0.106,-0.764,-0.033,-0.033,75.17,90.21,6.94,3.07,4.01
2025-08-16T15:00:00,NVDA,94.6521,-0.001577,-7.668,-8.618,2.182,-3.718,2.544,0.859,3.395,2.682,0.108,-0.756,-0.033,-0.033,75.07,90.09,6.92,3.06,4.01
2025-08-16T15:05:00,JPM,94.0244,-0.011431,-7.644,-8.594,2.206,-3.694,2.552,0.86,3.402,2.706,0.111,-0.748,-0.033,-0.033,75.03,90.03,6.91,3.05,4.0
2025-08-16T15:10:00,XOM,93.8607,-0.006538,-7.619,-8.569,2.231,-3.669,2.56,0.862,3.408,2.731,0.113,-0.74,-0.033,-0.033,75.12,90.15,6.93,3.07,4.01
2025-08-16T15:15:00,AAPL,93.9445,-0.003901,-7.595,-8.545,2.255,-3.645,2.568,0.863,3.414,2.755,0.115,-0.732,-0.032,-0.032,75.22,90.27,6.95,3.08,4.02
2025-08-16T15:20:00,MSFT,93.923,-0.005021,-7.572,-8.522,2.278,-3.622,2.576,0.864,3.419,2.778,0.118,-0.724,-0.032,-0.032,75.31,90.39,6.98,3.09,4.03
2025-08-16T15:25:00,NVDA,94.267,-0.001128,-7.55,-8.5,2.3,-3.6,2.583,0.865,3.425,2.8,0.12,-0.717,-0.032,-0.032,75.4,90.5,7.0,3.1,4.03
2025-08-16T15:30:00,JPM,94.1872,-0.005634,-7.529,-8.479,2.321,-3.579,2.59,0.866,3.43,2.821,0.122,-0.71,-0.032,-0.032,75.49,90.61,7.02,3.11,4.04
2025-08-16T15:35:00,XOM,94.4565,-0.001927,-7.509,-8.459,2.341,-3.559,2.597,0.867,3.435,2.841,0.124,-0.703,-0.032,-0.032,75.56,90.7,7.04,3.12,4.05
2025-08-16T15:40:00,AAPL,94.2753,-0.006702,-7.491,-8.441,2.359,-3.541,2.603,0.868,3.44,2.859,0.126,-0.697,-0.031,-0.031,75.64,90.79,7.06,3.13,4.05
2025-08-16T15:45:00,MSFT,94.0078,-0.007619,-7.475,-8.425,2.375,-3.525,2.608,0.869,3.444,2.875,0.127,-0.692,-0.031,-0.031,75.7,90.87,7.07,3.14,4.06
2025-08-16T15:50:00,NVDA,94.3075,-0.001594,-7.462,-8.412,2.388,-3.512,2.613,0.869,3.447,2.888,0.129,-0.687,-0.031,-0.031,75.75,90.94,7.09,3.14,4.06
2025-08-16T15:55:00,JPM,94.2502,-0.005388,-7.45,-8.4,2.4,-3.5,2.617,0.87,3.45,2.9,0.13,-0.683,-0.031,-0.031,75.8,91.0,7.1,3.15,4.07
2025-08-16T16:00:00,XOM,94.0525,-0.006877,-7.441,-8.391,2.409,-3.491,2.62,0.87,3.452,2.909,0.131,-0.68,-0.031,-0.031,75.84,91.04,7.11,3.15,4.07
2025-08-16T16:05:00,AAPL,93.7832,-0.007641,-7.435,-8.385,2.415,-3.485,2.622,0.871,3.454,2.915,0.132,-0.678,-0.031,-0.031,75.86,91.08,7.12,3.16,4.07
2025-08-16T16:10:00,MSFT,93.5769,-0.006978,-7.431,-8.381,2.419,-3.481,2.623,0.871,3.455,2.919,0.132,-0.677,-0.031,-0.031,75.88,91.09,7.12,3.16,4.07
2025-08-16T16:15:00,NVDA,93.1373,-0.009476,-7.43,-8.38,2.42,-3.48,2.623,0.871,3.455,2.92,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T16:20:00,JPM,92.9262,-0.007044,-7.432,-8.382,2.418,-3.482,2.623,0.871,3.455,2.918,0.132,-0.677,-0.031,-0.031,75.87,91.09,7.12,3.16,4.07
2025-08-16T16:25:00,XOM,93.0811,-0.003112,-7.436,-8.386,2.414,-3.486,2.621,0.871,3.453,2.914,0.131,-0.679,-0.031,-0.031,75.86,91.07,7.11,3.16,4.07
2025-08-16T16:30:00,AAPL,92.8828,-0.00691,-7.443,-8.393,2.407,-3.493,2.619,0.87,3.452,2.907,0.131,-0.681,-0.031,-0.031,75.83,91.03,7.11,3.15,4.07
2025-08-16T16:35:00,MSFT,93.0058,-0.003456,-7.453,-8.403,2.397,-3.503,2.616,0.87,3.449,2.897,0.13,-0.684,-0.031,-0.031,75.79,90.99,7.1,3.15,4.07
2025-08-16T16:40:00,NVDA,93.0833,-0.003948,-7.465,-8.415,2.385,-3.515,2.612,0.869,3.446,2.885,0.129,-0.688,-0.031,-0.031,75.74,90.93,7.09,3.14,4.06
2025-08-16T16:45:00,JPM,92.9795,-0.005898,-7.479,-8.429,2.371,-3.529,2.607,0.869,3.443,2.871,0.127,-0.693,-0.031,-0.031,75.68,90.86,7.07,3.14,4.06
2025-08-16T16:50:00,XOM,92.8143,-0.006561,-7.495,-8.445,2.355,-3.545,2.602,0.868,3.439,2.855,0.125,-0.698,-0.031,-0.031,75.62,90.77,7.05,3.13,4.05
2025-08-16T16:55:00,AAPL,92.8316,-0.0046,-7.514,-8.464,2.336,-3.564,2.595,0.867,3.434,2.836,0.124,-0.705,-0.032,-0.032,75.55,90.68,7.04,3.12,4.05
2025-08-16T17:00:00,MSFT,92.9071,-0.003975,-7.534,-8.484,2.316,-3.584,2.589,0.866,3.429,2.816,0.122,-0.711,-0.032,-0.032,75.47,90.58,7.02,3.11,4.04
2025-08-16T17:05:00,NVDA,93.2376,-0.001233,-7.555,-8.505,2.295,-3.605,2.582,0.865,3.424,2.795,0.119,-0.718,-0.032,-0.032,75.38,90.47,6.99,3.1,4.03
2025-08-16T17:10:00,JPM,93.3507,-0.00358,-7.578,-8.528,2.272,-3.628,2.574,0.864,3.418,2.772,0.117,-0.726,-0.032,-0.032,75.29,90.36,6.97,3.09,4.02
2025-08-16T17:15:00,XOM,93.24,-0.005981,-7.601,-8.551,2.249,-3.651,2.566,0.862,3.412,2.749,0.115,-0.734,-0.033,-0.033,75.2,90.24,6.95,3.07,4.02
2025-08-16T17:20:00,AAPL,93.0631,-0.006694,-7.625,-8.575,2.225,-3.675,2.558,0.861,3.406,2.725,0.112,-0.742,-0.033,-0.033,75.1,90.12,6.92,3.06,4.01
2025-08-16T17:25:00,MSFT,93.1604,-0.003755,-7.65,-8.6,2.2,-3.7,2.55,0.86,3.4,2.7,0.11,-0.75,-0.033,-0.033,75.0,90.0,6.9,3.05,4.0
2025-08-16T17:30:00,NVDA,93.2503,-0.003838,-7.674,-8.624,2.176,-3.724,2.542,0.859,3.394,2.676,0.108,-0.758,-0.033,-0.033,75.1,90.12,6.92,3.06,4.01
2025-08-16T17:35:00,JPM,93.2474,-0.004836,-7.698,-8.648,2.152,-3.748,2.534,0.858,3.388,2.652,0.105,-0.766,-0.033,-0.033,75.19,90.24,6.95,3.07,4.02
2025-08-16T17:40:00,XOM,92.8729,-0.008823,-7.722,-8.672,2.128,-3.772,2.526,0.856,3.382,2.628,0.103,-0.774,-0.034,-0.034,75.29,90.36,6.97,3.09,4.02
2025-08-16T17:45:00,AAPL,92.8588,-0.004962,-7.744,-8.694,2.106,-3.794,2.519,0.855,3.376,2.606,0.101,-0.781,-0.034,-0.034,75.38,90.47,6.99,3.1,4.03
2025-08-16T17:50:00,MSFT,92.8226,-0.005202,-7.766,-8.716,2.084,-3.816,2.511,0.854,3.371,2.584,0.098,-0.789,-0.034,-0.034,75.46,90.58,7.02,3.11,4.04
2025-08-16T17:55:00,NVDA,93.0585,-0.002272,-7.786,-8.736,2.064,-3.836,2.505,0.853,3.366,2.564,0.096,-0.795,-0.034,-0.034,75.54,90.68,7.04,3.12,4.05
2025-08-16T18:00:00,JPM,93.4809,-0.000276,-7.804,-8.754,2.046,-3.854,2.499,0.852,3.361,2.546,0.095,-0.801,-0.035,-0.035,75.62,90.77,7.05,3.13,4.05
2025-08-16T18:05:00,XOM,93.1445,-0.008416,-7.821,-8.771,2.029,-3.871,2.493,0.851,3.357,2.529,0.093,-0.807,-0.035,-0.035,75.68,90.85,7.07,3.14,4.06
2025-08-16T18:10:00,AAPL,93.6102,0.000182,-7.835,-8.785,2.015,-3.885,2.488,0.851,3.354,2.515,0.092,-0.812,-0.035,-0.035,75.74,90.92,7.08,3.14,4.06
2025-08-16T18:15:00,MSFT,93.8811,-0.001926,-7.847,-8.797,2.003,-3.897,2.484,0.85,3.351,2.503,0.09,-0.816,-0.035,-0.035,75.79,90.98,7.1,3.15,4.07
2025-08-16T18:20:00,NVDA,93.7874,-0.005819,-7.857,-8.807,1.993,-3.907,2.481,0.85,3.348,2.493,0.089,-0.819,-0.035,-0.035,75.83,91.03,7.11,3.15,4.07
2025-08-16T18:25:00,JPM,93.89,-0.003728,-7.864,-8.814,1.986,-3.914,2.479,0.849,3.347,2.486,0.089,-0.821,-0.035,-0.035,75.85,91.07,7.11,3.16,4.07
2025-08-16T18:30:00,XOM,94.2461,-0.001028,-7.868,-8.818,1.982,-3.918,2.477,0.849,3.345,2.482,0.088,-0.823,-0.035,-0.035,75.87,91.09,7.12,3.16,4.07
2025-08-16T18:35:00,AAPL,94.3869,-0.003329,-7.87,-8.82,1.98,-3.92,2.477,0.849,3.345,2.48,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T18:40:00,MSFT,94.1772,-0.007043,-7.869,-8.819,1.981,-3.919,2.477,0.849,3.345,2.481,0.088,-0.823,-0.035,-0.035,75.88,91.1,7.12,3.16,4.07
2025-08-16T18:45:00,NVDA,93.9654,-0.00707,-7.865,-8.815,1.985,-3.915,2.478,0.849,3.346,2.485,0.088,-0.822,-0.035,-0.035,75.86,91.08,7.12,3.16,4.07
2025-08-16T18:50:00,JPM,94.0699,-0.003709,-7.859,-8.809,1.991,-3.909,2.48,0.85,3.348,2.491,0.089,-0.82,-0.035,-0.035,75.84,91.05,7.11,3.15,4.07
2025-08-16T18:55:00,XOM,93.8591,-0.007061,-7.85,-8.8,2.0,-3.9,2.483,0.85,3.35,2.5,0.09,-0.817,-0.035,-0.035,75.8,91.0,7.1,3.15,4.07
2025-08-16T19:00:00,AAPL,93.7141,-0.006364,-7.839,-8.789,2.011,-3.889,2.487,0.851,3.353,2.511,0.091,-0.813,-0.035,-0.035,75.76,90.94,7.09,3.14,4.06
2025-08-16T19:05:00,MSFT,93.3922,-0.008252,-7.825,-8.775,2.025,-3.875,2.492,0.851,3.356,2.525,0.092,-0.808,-0.035,-0.035,75.7,90.88,7.08,3.14,4.06
2025-08-16T19:10:00,NVDA,93.8923,0.000539,-7.809,-8.759,2.041,-3.859,2.497,0.852,3.36,2.541,0.094,-0.803,-0.035,-0.035,75.64,90.8,7.06,3.13,4.05
2025-08-16T19:15:00,JPM,94.1851,-0.001695,-7.792,-8.742,2.058,-3.842,2.503,0.853,3.365,2.558,0.096,-0.797,-0.034,-0.034,75.57,90.71,7.04,3.12,4.05
2025-08-16T19:20:00,XOM,94.5036,-0.00143,-7.772,-8.722,2.078,-3.822,2.509,0.854,3.369,2.578,0.098,-0.791,-0.034,-0.034,75.49,90.61,7.02,3.11,4.04
2025-08-16T19:25:00,AAPL,94.3569,-0.006362,-7.751,-8.701,2.099,-3.801,2.516,0.855,3.375,2.599,0.1,-0.784,-0.034,-0.034,75.4,90.5,7.0,3.1,4.03
2025-08-16T19:30:00,MSFT,94.2635,-0.005798,-7.729,-8.679,2.121,-3.779,2.524,0.856,3.38,2.621,0.102,-0.776,-0.034,-0.034,75.31,90.39,6.98,3.09,4.03
2025-08-16T19:35:00,NVDA,94.2934,-0.004488,-7.705,-8.655,2.145,-3.755,2.532,0.857,3.386,2.645,0.104,-0.768,-0.034,-0.034,75.22,90.28,6.96,3.08,4.02
2025-08-16T19:40:00,JPM,94.5103,-0.002503,-7.681,-8.631,2.169,-3.731,2.54,0.858,3.392,2.669,0.107,-0.76,-0.033,-0.033,75.13,90.16,6.93,3.07,4.01
2025-08-16T19:45:00,XOM,94.7483,-0.002282,-7.657,-8.607,2.193,-3.707,2.548,0.86,3.398,2.693,0.109,-0.752,-0.033,-0.033,75.03,90.04,6.91,3.05,4.0
2025-08-16T19:50:00,AAPL,94.5862,-0.006509,-7.633,-8.583,2.217,-3.683,2.556,0.861,3.404,2.717,0.112,-0.744,-0.033,-0.033,75.07,90.09,6.92,3.06,4.01
2025-08-16T19:55:00,MSFT,94.3978,-0.006789,-7.608,-8.558,2.242,-3.658,2.564,0.862,3.41,2.742,0.114,-0.736,-0.033,-0.033,75.17,90.21,6.94,3.07,4.01
2025-08-16T20:00:00,NVDA,94.1149,-0.00779,-7.585,-8.535,2.265,-3.635,2.572,0.863,3.416,2.765,0.117,-0.728,-0.032,-0.032,75.26,90.33,6.97,3.08,4.02
2025-08-16T20:05:00,JPM,94.1279,-0.004653,-7.562,-8.512,2.288,-3.612,2.579,0.864,3.422,2.788,0.119,-0.721,-0.032,-0.032,75.35,90.44,6.99,3.09,4.03
2025-08-16T20:10:00,XOM,93.9004,-0.007206,-7.54,-8.49,2.31,-3.59,2.587,0.865,3.427,2.81,0.121,-0.713,-0.032,-0.032,75.44,90.55,7.01,3.1,4.04
2025-08-16T20:15:00,AAPL,94.0807,-0.002867,-7.52,-8.47,2.33,-3.57,2.593,0.867,3.433,2.83,0.123,-0.707,-0.032,-0.032,75.52,90.65,7.03,3.12,4.04
2025-08-16T20:20:00,MSFT,94.218,-0.003326,-7.501,-8.451,2.349,-3.551,2.6,0.867,3.437,2.849,0.125,-0.7,-0.032,-0.032,75.6,90.75,7.05,3.12,4.05
2025-08-16T20:25:00,NVDA,94.3007,-0.003905,-7.484,-8.434,2.366,-3.534,2.605,0.868,3.442,2.866,0.127,-0.695,-0.031,-0.031,75.66,90.83,7.07,3.13,4.06
2025-08-16T20:30:00,JPM,94.3784,-0.003958,-7.469,-8.419,2.381,-3.519,2.61,0.869,3.445,2.881,0.128,-0.69,-0.031,-0.031,75.72,90.91,7.08,3.14,4.06
2025-08-16T20:35:00,XOM,94.4047,-0.004502,-7.456,-8.406,2.394,-3.506,2.615,0.87,3.448,2.894,0.129,-0.685,-0.031,-0.031,75.78,90.97,7.09,3.15,4.06
2025-08-16T20:40:00,AAPL,94.1483,-0.007496,-7.446,-8.396,2.404,-3.496,2.618,0.87,3.451,2.904,0.13,-0.682,-0.031,-0.031,75.82,91.02,7.1,3.15,4.07
2025-08-16T20:45:00,MSFT,94.4952,-0.001094,-7.438,-8.388,2.412,-3.488,2.621,0.871,3.453,2.912,0.131,-0.679,-0.031,-0.031,75.85,91.06,7.11,3.16,4.07
2025-08-16T20:50:00,NVDA,94.2059,-0.007839,-7.433,-8.383,2.417,-3.483,2.622,0.871,3.454,2.917,0.132,-0.678,-0.031,-0.031,75.87,91.09,7.12,3.16,4.07
2025-08-16T20:55:00,JPM,94.4052,-0.002663,-7.43,-8.38,2.42,-3.48,2.623,0.871,3.455,2.92,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T21:00:00,XOM,95.0373,0.001917,-7.43,-8.38,2.42,-3.48,2.623,0.871,3.455,2.92,0.132,-0.677,-0.031,-0.031,75.88,91.1,7.12,3.16,4.07
2025-08-16T21:05:00,AAPL,95.3397,-0.001596,-7.433,-8.383,2.417,-3.483,2.622,0.871,3.454,2.917,0.132,-0.678,-0.031,-0.031,75.87,91.08,7.12,3.16,4.07
2025-08-16T21:10:00,MSFT,95.5741,-0.002321,-7.439,-8.389,2.411,-3.489,2.62,0.871,3.453,2.911,0.131,-0.68,-0.031,-0.031,75.84,91.06,7.11,3.16,4.07
2025-08-16T21:15:00,NVDA,95.5392,-0.005145,-7.447,-8.397,2.403,-3.497,2.618,0.87,3.451,2.903,0.13,-0.682,-0.031,-0.031,75.81,91.01,7.1,3.15,4.07
2025-08-16T21:20:00,JPM,96.0554,0.000623,-7.458,-8.408,2.392,-3.508,2.614,0.87,3.448,2.892,0.129,-0.686,-0.031,-0.031,75.77,90.96,7.09,3.15,4.06
2025-08-16T21:25:00,XOM,95.743,-0.008035,-7.471,-8.421,2.379,-3.521,2.61,0.869,3.445,2.879,0.128,-0.69,-0.031,-0.031,75.72,90.9,7.08,3.14,4.06
