timestamp,symbol,price,return,pnl,equity,earnings_revision_pct,earnings_surprise_pct,revenue_growth_yoy,eps_growth_yoy,free_cash_flow_yield,valuation_percentile,debt_to_ebitda,interest_coverage,alpha_score,expected_return,information_coefficient,rank_ic,weight_error_bps,target_actual_weight_gap_bps,fundamental_age_days,as_of_lag_days,revision_lag_days,action,target_position,target_weight,decision_reason
2025-08-16T08:05:00,XOM,95.3532,-0.010003,-6889.47,-831354.94,0.672,2.272,10.772,13.172,4.691,0.539,4.493,2.572,0.727,1.491,0.078,0.094,7.11,10.11,1.03,0.41,0.31,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T08:10:00,AAPL,95.2942,-0.011005,-7146.21,-838501.15,-6.853,-6.753,1.947,-5.353,4.682,0.537,1.387,9.347,0.725,1.482,0.077,0.093,7.21,10.21,1.05,0.43,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T08:15:00,MSFT,95.1052,-0.015008,-8658.32,-847159.47,0.623,2.223,10.723,13.123,4.674,0.536,1.381,9.323,0.102,0.374,-0.033,-0.057,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T08:20:00,NVDA,94.803,-0.00101,-10810.09,-857969.56,0.601,2.201,10.701,13.101,4.667,0.535,1.375,9.301,0.72,1.467,0.077,0.093,101.4,118.4,1.1,0.45,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T08:25:00,JPM,94.4736,-0.003012,-7385.79,-865355.35,0.581,2.181,10.681,13.081,4.66,0.534,1.37,9.281,0.718,1.46,0.077,0.093,7.48,10.48,10.62,5.16,2.44,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T08:30:00,XOM,94.5719,-0.010014,-6569.48,-871924.83,0.563,2.163,10.663,13.063,4.654,0.533,4.466,2.463,0.716,1.454,0.077,0.093,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T08:35:00,AAPL,94.5274,-0.011015,-6844.69,-878769.52,-6.953,-6.853,1.847,-5.453,4.649,0.532,1.362,9.247,0.715,1.449,0.076,0.092,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T08:40:00,MSFT,94.0278,-0.015016,-8394.24,-887163.76,0.535,2.135,10.635,13.035,4.645,0.532,1.359,9.235,0.094,0.345,-0.034,-0.058,7.66,10.66,1.16,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T08:45:00,NVDA,93.496,-0.001017,-10600.05,-897763.81,0.527,2.127,10.627,13.027,4.642,0.531,1.357,9.227,0.713,1.442,0.076,0.092,101.69,118.69,1.17,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T08:50:00,JPM,93.8052,-0.003018,-7243.02,-905006.83,0.522,2.122,10.622,13.022,4.641,0.531,1.355,9.222,0.712,1.441,0.076,0.092,7.71,10.71,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T08:55:00,XOM,93.8715,-0.010018,-6502.98,-911509.81,0.52,2.12,10.62,13.02,4.64,0.531,4.455,2.42,0.712,1.44,0.076,0.092,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T09:00:00,AAPL,93.7604,-0.011018,-6858.69,-918368.5,-6.978,-6.878,1.822,-5.478,4.641,0.531,1.356,9.222,0.712,1.441,0.076,0.092,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T09:05:00,MSFT,93.109,-0.015017,-8487.92,-926856.42,0.528,2.128,10.628,13.028,4.643,0.531,1.357,9.228,0.093,0.343,-0.034,-0.058,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T09:10:00,NVDA,93.8573,-0.001016,-10767.61,-937624.03,0.537,2.137,10.637,13.037,4.646,0.532,1.359,9.237,0.714,1.446,0.076,0.092,101.65,118.65,1.16,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T09:15:00,JPM,93.9758,-0.003015,-7474.01,-945098.04,0.55,2.15,10.65,13.05,4.65,0.532,1.362,9.25,0.715,1.45,0.076,0.092,7.6,10.6,10.65,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T09:20:00,XOM,93.9139,-0.010013,-6782.98,-951881.02,0.565,2.165,10.665,13.065,4.655,0.533,4.466,2.465,0.717,1.455,0.077,0.093,7.54,10.54,1.13,0.47,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T09:25:00,AAPL,93.3859,-0.011012,-7170.19,-959051.21,-6.916,-6.816,1.884,-5.416,4.661,0.534,1.371,9.284,0.718,1.461,0.077,0.093,7.46,10.46,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T09:30:00,MSFT,93.6244,-0.01501,-8811.42,-967862.63,0.605,2.205,10.705,13.105,4.668,0.535,1.376,9.305,0.1,0.368,-0.033,-0.057,7.38,10.38,1.1,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T09:35:00,NVDA,93.7109,-0.001007,-11082.83,-978945.46,0.627,2.227,10.727,13.127,4.676,0.536,1.382,9.327,0.723,1.476,0.077,0.093,101.29,118.29,1.07,0.44,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T09:40:00,JPM,93.6299,-0.003005,-7761.16,-986706.62,0.651,2.251,10.751,13.151,4.684,0.538,1.388,9.351,0.725,1.484,0.078,0.094,7.19,10.19,10.55,5.12,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T09:45:00,XOM,93.6696,-0.010002,-7023.98,-993730.6,0.677,2.277,10.777,13.177,4.692,0.539,4.494,2.577,0.728,1.492,0.078,0.094,7.09,10.09,1.02,0.41,0.31,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T09:50:00,AAPL,93.5046,-0.011,-7349.81,-1001080.41,-6.798,-6.698,2.002,-5.298,4.701,0.54,1.401,9.402,0.73,1.501,0.078,0.094,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T09:55:00,MSFT,93.363,-0.014997,-8918.25,-1009998.66,0.728,2.328,10.828,13.228,4.709,0.541,1.407,9.428,0.113,0.409,-0.032,-0.056,7.11,10.11,1.03,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T10:00:00,NVDA,93.0525,-0.000995,-11109.94,-1021108.6,0.753,2.353,10.853,13.253,4.718,0.543,1.413,9.453,0.735,1.518,0.079,0.095,101.21,118.21,1.05,0.43,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T10:05:00,JPM,93.3993,-0.002992,-7706.6,-1028815.2,0.777,2.377,10.877,13.277,4.726,0.544,1.419,9.477,0.738,1.526,0.079,0.095,7.31,10.31,10.58,5.14,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T10:10:00,XOM,92.89,-0.00999,-6890.87,-1035706.07,0.799,2.399,10.899,13.299,4.733,0.545,4.525,2.699,0.74,1.533,0.079,0.095,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T10:15:00,AAPL,92.9626,-0.010988,-7146.17,-1042852.24,-6.68,-6.58,2.12,-5.18,4.74,0.546,1.43,9.52,0.742,1.54,0.079,0.095,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T10:20:00,MSFT,92.7563,-0.014986,-8656.47,-1051508.71,0.838,2.438,10.938,13.338,4.746,0.547,1.434,9.538,0.124,0.446,-0.031,-0.055,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T10:25:00,NVDA,92.7338,-0.000985,-10806.07,-1062314.78,0.853,2.453,10.953,13.353,4.751,0.548,1.438,9.553,0.745,1.551,0.08,0.096,101.61,118.61,1.15,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T10:30:00,JPM,92.9562,-0.002984,-7379.31,-1069694.09,0.865,2.465,10.965,13.365,4.755,0.548,1.441,9.565,0.746,1.555,0.08,0.096,7.66,10.66,10.66,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T10:35:00,XOM,92.6534,-0.009983,-6560.32,-1076254.41,0.873,2.473,10.973,13.373,4.758,0.549,4.543,2.773,0.747,1.558,0.08,0.096,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T10:40:00,AAPL,92.5459,-0.010982,-6832.75,-1083087.16,-6.622,-6.522,2.178,-5.122,4.759,0.549,1.445,9.578,0.748,1.559,0.08,0.096,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T10:45:00,MSFT,92.3152,-0.014982,-8379.53,-1091466.69,0.88,2.48,10.98,13.38,4.76,0.549,1.445,9.58,0.128,0.46,-0.03,-0.054,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T10:50:00,NVDA,92.1254,-0.000982,-10582.75,-1102049.44,0.878,2.478,10.978,13.378,4.759,0.549,1.444,9.578,0.748,1.559,0.08,0.096,101.71,118.71,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T10:55:00,JPM,92.1401,-0.002983,-7223.44,-1109272.88,0.872,2.472,10.972,13.372,4.757,0.549,1.443,9.572,0.747,1.557,0.08,0.096,7.69,10.69,10.67,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T11:00:00,XOM,92.1908,-0.009984,-6481.57,-1115754.45,0.863,2.463,10.963,13.363,4.754,0.548,4.541,2.763,0.746,1.554,0.08,0.096,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T11:05:00,AAPL,92.1962,-0.010985,-6836.04,-1122590.49,-6.65,-6.55,2.15,-5.15,4.75,0.548,1.438,9.55,0.745,1.55,0.08,0.096,7.6,10.6,1.15,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T11:10:00,MSFT,91.7301,-0.014987,-8464.72,-1131055.21,0.834,2.434,10.934,13.334,4.745,0.547,1.434,9.534,0.123,0.445,-0.031,-0.055,7.54,10.54,1.13,0.47,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T11:15:00,NVDA,92.1683,-0.000988,-10744.64,-1141799.85,0.816,2.416,10.916,13.316,4.739,0.546,1.429,9.516,0.742,1.539,0.079,0.095,101.46,118.46,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T11:20:00,JPM,91.9289,-0.00299,-7452.1,-1149251.95,0.795,2.395,10.895,13.295,4.732,0.545,1.424,9.495,0.74,1.532,0.079,0.095,7.38,10.38,10.6,5.15,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T11:25:00,XOM,91.9112,-0.009993,-6762.95,-1156014.9,0.773,2.373,10.873,13.273,4.724,0.544,4.518,2.673,0.737,1.524,0.079,0.095,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T11:30:00,AAPL,91.7914,-0.010995,-7152.83,-1163167.73,-6.752,-6.652,2.048,-5.252,4.716,0.542,1.412,9.448,0.735,1.516,0.078,0.094,7.19,10.19,1.05,0.42,0.32,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T11:35:00,MSFT,92.0476,-0.014998,-8797.47,-1171965.2,0.723,2.323,10.823,13.223,4.708,0.541,1.406,9.423,0.112,0.408,-0.032,-0.056,7.09,10.09,1.02,0.41,0.31,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T11:40:00,NVDA,91.7013,-0.001,-11072.88,-1183038.08,0.697,2.297,10.797,13.197,4.699,0.54,1.399,9.397,0.73,1.499,0.078,0.094,101.01,118.01,1.0,0.4,0.3,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T11:45:00,JPM,92.0934,-0.003003,-7755.69,-1190793.77,0.672,2.272,10.772,13.172,4.691,0.539,1.393,9.372,0.727,1.491,0.078,0.094,7.11,10.11,10.53,5.11,2.41,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T11:50:00,XOM,92.3448,-0.010005,-7023.28,-1197817.05,0.647,2.247,10.747,13.147,4.682,0.537,4.487,2.547,0.725,1.482,0.077,0.093,7.21,10.21,1.05,0.43,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T11:55:00,AAPL,91.8253,-0.011008,-7353.99,-1205171.04,-6.877,-6.777,1.923,-5.377,4.674,0.536,1.381,9.323,0.722,1.474,0.077,0.093,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T12:00:00,MSFT,91.9745,-0.01501,-8927.22,-1214098.26,0.601,2.201,10.701,13.101,4.667,0.535,1.375,9.301,0.1,0.367,-0.033,-0.057,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T12:05:00,NVDA,92.0514,-0.001012,-11123.42,-1225221.68,0.58,2.18,10.68,13.08,4.66,0.534,1.37,9.28,0.718,1.46,0.077,0.093,101.48,118.48,1.12,0.46,0.34,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T12:10:00,JPM,92.2609,-0.003014,-7724.13,-1232945.81,0.562,2.162,10.662,13.062,4.654,0.533,1.366,9.262,0.716,1.454,0.077,0.093,7.55,10.55,10.64,5.17,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T12:15:00,XOM,92.6438,-0.010015,-6911.83,-1239857.64,0.547,2.147,10.647,13.047,4.649,0.532,4.462,2.447,0.715,1.449,0.076,0.092,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T12:20:00,AAPL,92.7261,-0.011016,-7169.79,-1247027.43,-6.965,-6.865,1.835,-5.465,4.645,0.532,1.359,9.235,0.714,1.445,0.076,0.092,7.66,10.66,1.16,0.48,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T12:25:00,MSFT,92.9486,-0.015017,-8681.91,-1255709.34,0.527,2.127,10.627,13.027,4.642,0.531,1.357,9.227,0.093,0.342,-0.034,-0.058,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T12:30:00,NVDA,92.5231,-0.001018,-10832.42,-1266541.76,0.521,2.121,10.621,13.021,4.64,0.531,1.355,9.221,0.712,1.44,0.076,0.092,101.71,118.71,1.18,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T12:35:00,JPM,92.6605,-0.003018,-7405.66,-1273947.42,0.52,2.12,10.62,13.02,4.64,0.531,1.355,9.22,0.712,1.44,0.076,0.092,7.72,10.72,10.68,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T12:40:00,XOM,92.5978,-0.010018,-6585.78,-1280533.2,0.522,2.122,10.622,13.022,4.641,0.531,4.456,2.422,0.712,1.441,0.076,0.092,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T12:45:00,AAPL,93.0214,-0.011017,-6856.49,-1287389.69,-6.972,-6.872,1.828,-5.472,4.643,0.531,1.357,9.228,0.713,1.443,0.076,0.092,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T12:50:00,MSFT,93.1733,-0.015016,-8400.85,-1295790.54,0.537,2.137,10.637,13.037,4.646,0.532,1.359,9.237,0.094,0.346,-0.034,-0.058,7.65,10.65,1.16,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T12:55:00,NVDA,93.1306,-0.001015,-10601.05,-1306391.59,0.55,2.15,10.65,13.05,4.65,0.533,1.363,9.25,0.715,1.45,0.077,0.093,101.6,118.6,1.15,0.47,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T13:00:00,JPM,92.9644,-0.003013,-7238.31,-1313629.9,0.566,2.166,10.666,13.066,4.655,0.533,1.366,9.266,0.717,1.455,0.077,0.093,7.54,10.54,10.63,5.17,2.44,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T13:05:00,XOM,93.0823,-0.010012,-6492.75,-1320122.65,0.584,2.184,10.684,13.084,4.661,0.534,4.471,2.484,0.718,1.461,0.077,0.093,7.46,10.46,1.12,0.46,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T13:10:00,AAPL,93.4606,-0.01101,-6843.43,-1326966.08,-6.895,-6.795,1.905,-5.395,4.668,0.535,1.376,9.305,0.72,1.468,0.077,0.093,7.38,10.38,1.1,0.45,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T13:15:00,MSFT,92.8406,-0.015007,-8468.41,-1335434.49,0.628,2.228,10.728,13.128,4.676,0.536,1.382,9.328,0.103,0.376,-0.033,-0.057,7.29,10.29,1.07,0.44,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T13:20:00,NVDA,93.7414,-0.001005,-10744.83,-1346179.32,0.652,2.252,10.752,13.152,4.684,0.538,1.388,9.352,0.725,1.484,0.078,0.094,101.19,118.19,1.05,0.42,0.32,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T13:25:00,JPM,93.6547,-0.003002,-7449.15,-1353628.47,0.677,2.277,10.777,13.177,4.692,0.539,1.394,9.377,0.728,1.492,0.078,0.094,7.09,10.09,10.52,5.11,2.41,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T13:30:00,XOM,94.1444,-0.01,-6757.29,-1360385.76,0.703,2.303,10.803,13.203,4.701,0.54,4.501,2.603,0.73,1.501,0.078,0.094,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T13:35:00,AAPL,94.1418,-0.010997,-7144.98,-1367530.74,-6.772,-6.672,2.028,-5.272,4.709,0.541,1.407,9.428,0.733,1.509,0.078,0.094,7.11,10.11,1.03,0.41,0.31,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T13:40:00,MSFT,94.3665,-0.014995,-8787.94,-1376318.68,0.753,2.353,10.853,13.253,4.718,0.543,1.413,9.453,0.115,0.418,-0.031,-0.055,7.21,10.21,1.05,0.43,0.32,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T13:45:00,NVDA,94.2838,-0.000992,-11062.21,-1387380.89,0.777,2.377,10.877,13.277,4.726,0.544,1.419,9.477,0.738,1.526,0.079,0.095,101.31,118.31,1.08,0.44,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T13:50:00,JPM,94.1277,-0.00299,-7744.36,-1395125.25,0.8,2.4,10.9,13.3,4.733,0.545,1.425,9.5,0.74,1.533,0.079,0.095,7.4,10.4,10.6,5.15,2.43,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T13:55:00,XOM,94.2206,-0.009988,-7011.73,-1402136.98,0.82,2.42,10.92,13.32,4.74,0.546,4.53,2.72,0.742,1.54,0.079,0.095,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T14:00:00,AAPL,94.2345,-0.010986,-7342.56,-1409479.54,-6.662,-6.562,2.138,-5.162,4.746,0.547,1.434,9.538,0.744,1.546,0.079,0.095,7.55,10.55,1.14,0.47,0.35,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T14:05:00,MSFT,94.0827,-0.014985,-8916.14,-1418395.68,0.853,2.453,10.953,13.353,4.751,0.548,1.438,9.553,0.125,0.451,-0.03,-0.054,7.61,10.61,1.15,0.48,0.35,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T14:10:00,NVDA,94.4814,-0.000984,-11112.85,-1429508.53,0.865,2.465,10.965,13.365,4.755,0.548,1.441,9.565,0.746,1.555,0.08,0.096,101.66,118.66,1.16,0.48,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T14:15:00,JPM,94.2412,-0.002983,-7714.09,-1437222.62,0.873,2.473,10.973,13.373,4.758,0.549,1.443,9.573,0.747,1.558,0.08,0.096,7.69,10.69,10.67,5.19,2.46,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T14:20:00,XOM,94.0649,-0.009982,-6902.27,-1444124.89,0.879,2.479,10.979,13.379,4.76,0.549,4.545,2.779,0.748,1.56,0.08,0.096,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T14:25:00,AAPL,93.7456,-0.010982,-7160.6,-1451285.49,-6.62,-6.52,2.18,-5.12,4.76,0.549,1.445,9.58,0.748,1.56,0.08,0.096,7.72,10.72,1.18,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T14:30:00,MSFT,94.1629,-0.014982,-8672.9,-1459958.39,0.878,2.478,10.978,13.378,4.759,0.549,1.444,9.578,0.128,0.459,-0.03,-0.054,7.71,10.71,1.18,0.49,0.36,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T14:35:00,NVDA,94.6569,-0.000983,-10823.39,-1470781.78,0.872,2.472,10.972,13.372,4.757,0.549,1.443,9.572,0.747,1.557,0.08,0.096,101.69,118.69,1.17,0.49,0.36,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T14:40:00,JPM,94.6019,-0.002984,-7396.4,-1478178.18,0.863,2.463,10.963,13.363,4.754,0.548,1.441,9.563,0.746,1.554,0.08,0.096,7.65,10.65,10.66,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T14:45:00,XOM,94.742,-0.009985,-6576.13,-1484754.31,0.85,2.45,10.95,13.35,4.75,0.547,4.537,2.75,0.745,1.55,0.079,0.095,7.6,10.6,1.15,0.47,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T14:50:00,AAPL,94.2398,-0.010987,-6846.34,-1491600.65,-6.666,-6.566,2.134,-5.166,4.745,0.547,1.434,9.534,0.743,1.545,0.079,0.095,7.54,10.54,1.13,0.47,0.34,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T14:55:00,MSFT,94.3478,-0.014988,-8390.16,-1499990.81,0.816,2.416,10.916,13.316,4.739,0.546,1.429,9.516,0.122,0.439,-0.031,-0.055,7.46,10.46,1.12,0.46,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T15:00:00,NVDA,94.6521,-0.000991,-10589.89,-1510580.7,0.795,2.395,10.895,13.295,4.732,0.545,1.424,9.495,0.739,1.532,0.079,0.095,101.38,118.38,1.09,0.45,0.33,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T15:05:00,JPM,94.0244,-0.002993,-7226.83,-1517807.53,0.772,2.372,10.872,13.272,4.724,0.544,1.418,9.472,0.737,1.524,0.079,0.095,7.29,10.29,10.57,5.14,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T15:10:00,XOM,93.8607,-0.009995,-6481.21,-1524288.74,0.748,2.348,10.848,13.248,4.716,0.542,4.512,2.648,0.735,1.516,0.078,0.094,7.19,10.19,1.05,0.42,0.32,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T15:15:00,AAPL,93.9445,-0.010998,-6832.21,-1531120.95,-6.777,-6.677,2.023,-5.277,4.708,0.541,1.406,9.423,0.732,1.508,0.078,0.094,7.09,10.09,1.02,0.41,0.31,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T15:20:00,MSFT,93.923,-0.015,-8457.94,-1539578.89,0.697,2.297,10.797,13.197,4.699,0.54,1.399,9.397,0.11,0.399,-0.032,-0.056,7.01,10.01,1.0,0.4,0.3,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T15:25:00,NVDA,94.267,-0.001003,-10735.62,-1550314.51,0.671,2.271,10.771,13.171,4.69,0.539,1.393,9.371,0.727,1.49,0.078,0.094,101.11,118.11,1.03,0.41,0.31,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T15:30:00,JPM,94.1872,-0.003005,-7441.71,-1557756.22,0.646,2.246,10.746,13.146,4.682,0.537,1.387,9.346,0.725,1.482,0.077,0.093,7.21,10.21,10.55,5.13,2.42,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T15:35:00,XOM,94.4565,-0.010008,-6752.17,-1564508.39,0.623,2.223,10.723,13.123,4.674,0.536,4.481,2.523,0.722,1.474,0.077,0.093,7.31,10.31,1.08,0.44,0.33,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T15:40:00,AAPL,94.2753,-0.01101,-7142.66,-1571651.05,-6.9,-6.8,1.9,-5.4,4.667,0.535,1.375,9.3,0.72,1.467,0.077,0.093,7.4,10.4,1.1,0.45,0.33,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
2025-08-16T15:45:00,MSFT,94.0078,-0.015012,-8788.85,-1580439.9,0.58,2.18,10.68,13.08,4.66,0.534,1.37,9.28,0.098,0.36,-0.033,-0.057,7.48,10.48,1.12,0.46,0.34,buy,1.0,0.023,The model still held the name although the alpha ranking was decaying.
2025-08-16T15:50:00,NVDA,94.3075,-0.001014,-11066.67,-1591506.57,0.562,2.162,10.662,13.062,4.654,0.533,1.366,9.262,0.716,1.454,0.077,0.093,101.55,118.55,1.14,0.47,0.35,buy,1.0,0.041,Target remained positive; realised weight diverged from the recorded target.
2025-08-16T15:55:00,JPM,94.2502,-0.003015,-7752.56,-1599259.13,0.547,2.147,10.647,13.047,4.649,0.532,1.362,9.247,0.715,1.449,0.076,0.092,7.61,10.61,10.65,5.18,2.45,buy,1.0,0.041,The decision used an older recorded fundamental snapshot.
2025-08-16T16:00:00,XOM,94.0525,-0.010016,-7023.7,-1606282.83,0.535,2.135,10.635,13.035,4.645,0.532,4.459,2.435,0.714,1.445,0.076,0.092,7.66,10.66,1.16,0.48,0.35,buy,1.0,0.041,The existing long target remained despite worsening debt-service risk.
2025-08-16T16:05:00,AAPL,93.7832,-0.011017,-7358.19,-1613641.02,-6.974,-6.874,1.826,-5.474,4.642,0.531,1.357,9.226,0.713,1.442,0.076,0.092,7.69,10.69,1.17,0.49,0.36,buy,1.0,0.041,Existing long target remained in place while the growth evidence deteriorated.
